Timestamp,BMW_M47_RAIL_PRESSURE,BMW_M47_BOOST_PRESSURE,BMW_M47_CALCULATED_LOAD,BMW_RAIL_PRESSURE,BMW_BOOST_PRESSURE_GAUGE,BMW_MAF_GRAMS,BMW_TORQUE_ACTUAL
13:15:26,38,68,51,2,30,44,67
13:15:26,71,62,61,73,46,21,39
13:15:27,6,33,52,26,66,74,83
13:15:27,95,38,89,55,85,93,52
13:15:27,42,67,80,39,64,15,88
13:15:27,28,59,57,19,63,38,22
13:15:27,49,99,94,52,33,87,13
13:15:27,10,83,36,61,29,62,83
13:15:27,54,35,12,62,85,91,50
13:15:27,55,39,14,9,11,92,21
13:15:27,17,1,20,64,73,15,2
13:15:28,99,34,84,90,41,33,94
13:15:28,73,6,10,43,26,79,86
13:15:28,4,80,68,69,52,92,81
13:15:28,82,36,41,61,54,80,68
13:15:28,98,30,40,14,18,81,80
13:15:28,46,76,32,37,13,90,25
13:15:28,4,50,96,82,95,17,57
13:15:28,38,63,56,97,87,8,15
13:15:28,34,91,22,53,51,65,27
13:15:29,2,72,61,2,5,88,1
13:15:29,42,89,98,48,83,7,1
13:15:29,40,93,58,99,36,95,4
13:15:29,38,90,45,48,1,30,73
13:15:29,58,31,2,45,15,56,75
13:15:29,49,61,44,37,57,17,60
13:15:29,17,87,54,74,38,82,87
13:15:29,5,9,46,26,77,76,0
13:15:29,93,89,99,29,8,27,65
13:15:30,0,59,66,87,30,0,0
13:15:30,90,46,97,54,70,6,19
13:15:31,12,34,98,90,20,47,19
13:15:31,61,61,80,22,65,63,97
13:15:31,29,30,90,41,24,8,65
13:15:31,31,92,66,35,35,31,14
13:15:31,42,10,71,41,89,43,79
13:15:32,54,6,47,91,69,22,63
13:15:32,52,75,56,4,79,11,36
13:15:32,90,98,38,79,36,86,96
13:15:32,11,56,90,15,100,91,14
13:15:32,95,85,30,19,50,89,0
13:15:32,38,55,9,69,2,80,100
13:15:32,10,36,66,24,22,63,52
13:15:32,45,56,66,97,94,77,67
13:15:32,96,100,35,38,24,93,66
13:15:32,44,82,64,89,95,74,87
13:15:33,47,58,46,99,39,35,27
13:15:33,56,1,16,39,15,80,72
13:15:33,28,21,87,11,19,42,10
13:15:33,69,17,61,1,86,100,86
13:15:33,99,80,5,98,39,18,8
13:15:33,1,82,100,28,59,88,100
13:15:33,32,3,71,23,40,44,91
13:15:33,13,74,,47,38,20,100
13:15:34,64,84,,14,10,17,38
13:15:34,18,40,,84,60,7,95
13:15:34,64,36,,48,82,20,55
13:15:34,51,16,,100,9,37,0
13:15:34,20,89,,83,80,70,56
13:15:34,44,56,,80,86,70,14
13:15:34,82,39,,39,93,87,59
13:15:34,62,90,,55,5,72,19
13:15:34,45,46,,13,96,87,7
13:15:35,96,48,,77,96,23,30
13:15:35,82,5,,95,40,93,9
13:15:35,71,93,,3,25,87,2
13:15:35,39,52,,75,18,6,25
13:15:35,7,2,,94,8,3,46
13:15:35,73,37,,7,29,36,14
13:15:35,3,11,,2,94,50,35
13:15:35,9,53,,15,26,28,79
13:15:35,77,59,,98,25,93,71
13:15:36,20,82,,83,59,31,47
13:15:36,43,17,,90,58,86,76
13:15:36,50,84,,75,93,39,66
13:15:36,14,82,,77,44,23,94
13:15:36,39,77,,71,54,67,61
13:15:36,86,28,,35,52,90,46
13:15:36,42,11,,46,22,49,31
13:15:36,62,28,,86,12,100,59
13:15:36,44,8,,43,66,9,43
13:15:37,98,20,,7,17,59,53
13:15:37,4,57,,71,94,38,84
13:15:37,30,19,,73,36,89,41
13:15:37,77,64,,8,84,92,94
13:15:37,4,60,,26,94,30,83
13:15:37,78,54,,3,67,39,36
13:15:37,54,28,,73,63,79,99
13:15:37,36,75,,4,28,14,82
13:15:37,23,21,,75,24,1,12
13:15:38,92,83,,12,57,23,36
13:15:38,32,63,,68,99,95,49
13:15:38,70,7,,36,7,81,71
13:15:38,48,30,,91,24,21,70
13:15:38,0,14,,81,90,99,1
13:15:38,80,22,,86,92,76,78
13:15:38,1,52,,65,39,39,43
13:15:38,86,97,,9,94,7,23
13:15:39,81,11,,16,24,62,71
13:15:39,38,63,,63,16,4,88
13:15:39,56,99,,31,14,37,60
13:15:39,55,30,,1,65,65,75
13:15:39,27,80,,17,95,33,96
13:15:39,97,56,,88,90,2,4
13:15:39,16,54,,40,3,77,24
13:15:39,76,85,,98,91,7,8
13:15:40,65,68,53,3,35,20,72
13:15:40,91,55,5,75,30,86,45
13:15:40,78,34,74,30,96,48,97
13:15:40,5,44,42,37,54,56,10
13:15:40,17,6,7,18,39,60,74
13:15:40,77,69,100,63,69,4,63
13:15:40,19,17,50,59,50,98,61
13:15:40,33,7,43,45,60,33,92
13:15:40,13,34,57,48,22,43,24
13:15:41,27,30,28,41,46,95,24
13:15:41,96,1,21,65,75,47,18
13:15:41,86,10,46,55,68,22,38
13:15:41,52,96,63,64,1,78,78
13:15:41,76,82,21,65,94,19,8
13:15:41,42,22,63,50,5,28,98
13:15:41,84,62,52,87,54,30,87
13:15:41,31,85,23,38,65,80,59
13:15:41,17,92,52,14,11,80,85
13:15:42,86,86,46,26,74,34,68
13:15:42,47,76,82,60,38,75,56
13:15:42,64,74,38,88,8,88,71
13:15:42,2,40,0,53,62,27,49
13:15:42,92,40,52,41,24,70,100
13:15:42,10,56,49,87,86,61,86
13:15:42,31,89,27,94,27,92,19
13:15:42,14,29,5,36,65,54,39
13:15:42,84,26,28,79,71,70,68
13:15:43,58,31,95,31,13,42,32
13:15:43,84,32,46,37,49,48,41
13:15:43,72,31,79,1,17,1,13
13:15:43,51,51,86,61,3,63,95
13:15:43,83,7,37,24,85,47,5
13:15:43,94,49,22,63,85,88,57
13:15:43,10,19,46,69,14,24,43
13:15:43,15,79,98,65,88,15,58
13:15:43,48,78,78,49,32,85,94
13:15:44,86,49,33,98,69,50,48
13:15:44,88,70,31,87,60,47,53
13:15:44,13,24,39,14,69,51,80
13:15:44,72,63,89,40,68,93,98
13:15:44,52,43,69,13,37,28,96
13:15:44,12,99,35,62,33,56,5
13:15:44,63,16,69,42,50,98,60
13:15:44,44,15,64,3,97,4,65
13:15:44,72,28,20,9,51,6,72
13:15:45,66,95,36,88,14,37,43
13:15:45,34,68,73,67,6,7,83
13:15:45,94,62,9,88,46,78,5
13:15:45,37,15,53,78,43,79,79
13:15:45,48,6,95,1,5,58,45
13:15:45,61,89,29,23,40,31,14
13:15:45,34,1,53,51,20,46,99
13:15:45,3,41,94,30,86,6,15
13:15:46,34,4,49,25,8,35,74
13:15:46,43,84,24,90,46,9,25
13:15:46,34,49,43,17,24,8,86
13:15:46,87,94,72,52,82,25,54
13:15:46,13,5,80,86,94,72,0
13:15:46,68,63,44,23,39,98,95
13:15:46,83,58,22,96,69,45,100
13:15:47,45,5,75,62,44,25,35
13:15:47,86,55,69,19,58,10,67
13:15:47,77,75,63,98,14,81,86
13:15:47,93,100,100,90,51,79,54
13:15:47,40,89,48,65,75,65,95
13:15:47,80,71,22,85,73,3,76
13:15:47,32,8,61,72,59,75,10
13:15:48,99,42,21,77,19,86,36
13:15:48,57,95,12,58,31,86,70
13:15:48,76,24,75,25,25,100,2
13:15:48,43,48,56,98,43,9,12
13:15:48,85,49,25,60,69,24,84
13:15:48,81,9,82,9,83,78,89
13:15:48,83,6,97,35,46,74,19
13:15:49,75,53,52,37,24,62,89
13:15:49,25,89,15,91,88,5,87
13:15:49,62,84,82,35,50,86,47
13:15:49,16,35,25,27,44,0,36
13:15:49,55,58,88,6,89,56,73
13:15:49,32,50,43,5,40,34,40
13:15:49,68,98,73,83,20,52,6
13:15:50,30,62,87,80,97,82,38
13:15:50,15,30,43,31,20,48,75
13:15:50,37,85,44,93,63,93,69
13:15:50,50,9,36,18,83,26,60
13:15:50,99,5,70,76,53,41,74
13:15:50,34,19,81,81,1,12,28
13:15:50,76,36,96,21,27,86,41
13:15:50,71,50,96,81,89,35,77
13:15:51,54,34,60,59,100,0,17
13:15:51,45,82,32,62,64,19,86
13:15:51,97,9,96,35,34,97,76
13:15:51,75,92,83,7,45,87,74
13:15:51,37,5,1,10,97,100,47
13:15:51,71,41,98,3,67,40,42
13:15:51,94,3,79,33,68,47,68
13:15:51,26,83,28,62,58,88,42
13:15:52,85,32,40,29,79,75,61
13:15:52,8,2,13,11,65,34,62
13:15:52,22,88,59,10,30,77,15
13:15:52,70,91,17,79,91,26,27
13:15:52,54,34,98,22,12,51,12
13:15:52,6,76,80,85,84,56,34
13:15:52,76,36,66,94,14,94,58
13:15:53,30,15,72,45,29,99,58
13:15:53,94,23,52,94,32,83,98
13:15:53,49,68,32,38,96,61,90
13:15:53,15,6,22,99,94,39,87
13:15:53,96,38,28,100,77,4,64
13:15:53,19,7,44,85,93,20,37
13:15:53,48,9,68,75,72,88,80
13:15:53,86,70,93,57,80,95,38
13:15:54,89,67,87,94,18,2,53
13:15:54,6,48,66,60,40,2,54
13:15:57,99,69,15,89,92,72,2
13:15:57,43,23,70,32,11,11,19
13:15:57,79,78,67,12,58,49,75
13:15:57,45,46,6,10,32,85,19
13:15:57,0,84,47,49,28,98,67
13:15:57,89,21,66,1,53,46,38
13:15:57,48,18,16,3,47,34,75
13:15:58,62,42,94,45,60,89,28
13:15:58,80,10,38,63,54,89,40
13:15:58,95,10,67,46,97,92,25
13:15:58,90,34,24,38,99,4,70
13:15:58,67,73,92,36,45,80,83
13:15:58,8,0,45,96,63,46,53
13:15:58,91,22,94,97,86,25,69
13:15:58,49,23,13,86,93,14,66
13:15:59,48,79,15,16,32,84,48
13:15:59,4,59,81,82,77,73,69
13:15:59,28,94,8,63,17,49,6
13:15:59,16,64,50,83,52,15,69
13:15:59,5,39,87,68,86,22,41
13:15:59,96,77,54,39,43,94,9
13:15:59,42,38,50,53,28,34,35
13:16:00,75,59,69,80,30,21,57
13:16:00,52,38,32,68,42,11,38
13:16:00,97,7,7,36,20,21,52
13:16:00,48,15,40,93,45,11,49
13:16:00,3,92,29,65,56,10,11
13:16:00,97,86,70,83,68,33,26
13:16:00,71,55,34,54,8,18,11
13:16:01,88,79,17,55,80,79,41
13:16:01,93,42,71,56,82,93,81
13:16:01,84,6,28,70,84,28,36
13:16:01,87,49,44,6,18,98,48
13:16:01,77,66,47,31,90,99,94
13:16:01,84,68,73,11,24,46,33
13:16:01,63,24,81,31,4,45,20
13:16:01,10,54,52,23,82,9,98
13:16:02,39,87,2,63,11,53,15
13:16:02,15,59,5,26,72,15,30
13:16:02,52,12,62,74,36,45,17
13:16:02,81,51,52,58,78,73,25
13:16:02,9,31,94,76,13,83,31
13:16:02,16,78,33,71,67,8,97
13:16:02,51,0,9,61,76,87,23
13:16:03,73,58,52,44,13,40,12
13:16:03,59,39,2,55,18,92,96
13:16:03,6,66,0,16,4,99,92
13:16:03,37,79,49,82,49,44,51
13:16:03,15,59,33,52,98,78,28
13:16:03,24,21,99,84,32,99,32
13:16:03,34,69,15,38,2,27,7
13:16:03,45,20,31,2,18,3,92
13:16:04,13,87,78,82,18,84,73
13:16:04,57,35,65,66,37,98,74
13:16:04,88,61,20,49,70,98,49
13:16:04,7,94,78,81,72,51,79
13:16:04,95,31,24,41,16,71,49
13:16:04,96,53,26,14,25,44,41
13:16:04,46,62,44,10,95,13,2
13:16:04,99,47,1,58,22,26,5
13:16:05,66,31,50,55,100,5,9
13:16:05,37,32,47,16,73,2,61
13:16:05,46,41,37,36,46,82,79
13:16:05,15,19,100,71,52,54,12
13:16:05,24,3,36,39,70,63,1
13:16:05,65,10,27,87,88,10,49
13:16:05,27,34,28,47,37,13,41
13:16:05,36,47,45,69,28,77,4
13:16:06,9,71,95,58,57,65,65
13:16:06,4,76,45,85,15,98,93
13:16:06,11,6,39,3,90,22,61
13:16:06,31,65,76,67,55,40,42
13:16:06,14,70,74,6,0,25,1
13:16:06,68,41,2,94,61,74,20
13:16:06,80,33,66,92,97,43,36
13:16:07,13,91,66,46,81,17,15
13:16:07,27,12,28,14,76,92,86
13:16:07,61,21,52,2,26,61,2
13:16:07,33,20,75,14,31,4,32
13:16:07,42,76,29,59,33,18,77
13:16:07,10,23,26,91,2,19,21
13:16:07,64,44,69,32,100,40,2
13:16:07,34,32,16,97,61,29,4
13:16:08,15,88,28,77,98,73,23
13:16:08,31,41,55,32,84,61,21
13:16:08,64,64,39,62,98,46,1
13:16:08,6,49,57,20,68,77,75
13:16:08,35,28,9,21,66,79,21
13:16:08,77,32,88,46,96,91,12
13:16:08,14,88,78,70,38,1,18
13:16:08,28,80,97,86,100,33,25
13:16:09,24,11,94,59,84,99,14
13:16:09,45,7,14,5,87,20,34
13:16:09,77,92,58,8,5,5,25
13:16:09,38,59,87,62,70,27,13
13:16:09,60,5,2,22,54,88,92
13:16:09,28,37,59,48,15,54,38
13:16:09,86,40,61,3,62,92,63
13:16:09,47,39,74,90,51,6,88
13:16:10,98,10,81,70,84,69,23
13:16:10,53,37,49,43,33,78,99
13:16:10,19,16,98,6,71,18,65
13:16:10,18,36,25,17,15,38,17
13:16:10,91,77,36,9,60,65,51
13:16:10,85,78,64,80,0,97,91
13:16:10,79,40,78,80,33,62,3
13:16:11,20,70,100,72,84,4,60
13:16:11,1,83,64,12,52,17,28
13:16:11,12,86,29,72,100,43,36
13:16:11,85,85,93,44,80,19,25
13:16:11,24,54,11,27,1,31,28
13:16:11,75,19,33,35,39,6,35
13:16:11,65,60,21,83,31,22,2
13:16:11,62,90,47,69,2,39,47
13:16:12,95,66,16,78,36,64,60
13:16:12,76,35,95,84,68,83,15
13:16:12,41,20,92,36,93,31,62
13:16:12,10,32,18,84,16,57,48
13:16:12,74,65,23,38,96,83,18
13:16:12,32,54,66,23,61,75,47
13:16:12,3,11,44,95,34,3,36
13:16:12,37,78,63,85,58,7,84
13:16:13,46,51,71,7,23,75,87
13:16:13,26,7,63,77,20,21,53
13:16:13,56,61,42,9,2,23,96
13:16:13,98,39,7,28,54,70,62
13:16:13,15,35,21,23,90,26,6
13:16:13,41,93,5,33,7,32,32
13:16:13,46,72,49,13,78,90,86
13:16:14,87,18,40,62,59,28,64
13:16:14,68,58,3,84,48,2,70
13:16:14,71,81,44,19,12,40,33
13:16:14,93,8,44,84,97,15,86
13:16:14,70,76,14,0,68,27,70
13:16:14,11,6,42,42,1,34,34
13:16:14,63,41,50,66,60,60,43
13:16:14,60,53,59,1,34,47,23
13:16:15,27,61,47,68,32,94,35
13:16:15,75,10,55,2,14,58,29
13:16:15,99,22,60,12,74,45,55
13:16:15,83,30,47,0,69,71,19
13:16:15,79,84,86,69,94,75,72
13:16:15,21,66,49,12,22,40,9
13:16:15,96,70,39,6,66,45,37
13:16:16,26,53,41,3,8,31,45
13:16:16,30,63,25,23,33,99,33
13:16:16,31,87,64,20,40,95,2
13:16:16,74,26,70,87,18,68,73
13:16:16,1,98,35,90,30,93,10
13:16:16,71,87,84,71,19,30,59
13:16:16,13,47,80,1,11,33,96
13:16:16,28,80,29,64,57,31,77
13:16:17,70,93,10,49,91,52,50
13:16:17,65,46,70,68,34,3,60
13:16:17,54,98,52,28,82,53,52
13:16:17,38,96,49,94,54,18,42
13:16:17,54,71,30,18,32,35,89
13:16:17,45,21,87,61,93,44,59
13:16:17,93,77,51,0,36,56,28
13:16:17,54,92,93,50,34,18,74
13:16:18,23,41,71,63,27,68,82
13:16:18,32,14,93,16,17,85,31
13:16:18,3,19,98,82,43,86,24
13:16:18,5,28,29,90,88,25,3
13:16:18,30,69,92,1,87,20,0
13:16:18,85,62,52,8,15,61,71
13:16:18,35,22,76,57,38,16,13
13:16:19,0,98,13,86,92,38,82
13:16:19,58,88,28,62,63,92,32
13:16:19,22,58,0,78,26,3,4
13:16:19,14,46,99,26,31,77,92
13:16:19,56,47,86,34,3,32,13
13:16:19,44,40,34,19,20,69,30
13:16:19,90,92,64,59,20,65,9
13:16:19,23,78,51,3,54,38,78
13:16:20,76,51,100,27,76,75,10
13:16:20,61,22,35,17,43,65,55
13:16:20,81,27,0,97,23,66,88
13:16:20,96,84,7,91,54,63,55
13:16:20,4,83,59,88,99,78,8
13:16:20,28,94,61,50,85,68,84
13:16:20,99,85,0,20,18,4,6
13:16:21,44,3,16,7,77,85,74
13:16:21,58,28,21,35,28,79,54
13:16:21,94,71,20,92,54,47,24
13:16:21,45,91,38,60,77,17,90
13:16:21,32,13,46,13,0,56,64
13:16:21,52,61,14,33,18,96,68
13:16:21,8,28,75,18,92,58,80
13:16:22,21,43,61,28,97,100,50
13:16:22,50,63,74,43,39,73,100
13:16:22,61,27,1,5,20,85,21
13:16:22,76,24,41,82,63,87,83
13:16:22,88,2,35,52,49,56,2
13:16:22,56,60,40,77,31,92,67
13:16:22,5,22,54,71,71,66,61
13:16:22,74,56,2,98,19,58,32
13:16:23,15,13,75,2,79,23,15
13:16:23,13,49,87,59,25,37,70
13:16:23,61,42,6,75,46,16,58
13:16:23,2,96,44,31,81,78,89
13:16:23,0,40,38,74,21,24,56
13:16:23,30,13,7,7,56,26,82
13:16:23,72,22,85,93,91,86,6
13:16:24,68,40,29,63,66,89,21
13:16:24,43,73,60,75,78,25,3
13:16:24,33,88,34,86,19,85,63
13:16:24,72,80,94,27,83,83,55
13:16:24,7,41,94,17,95,98,17
13:16:24,42,83,0,99,21,25,38
13:16:24,88,54,43,2,39,89,53
13:16:25,17,20,98,86,83,38,46
13:16:25,35,7,1,62,45,39,2
13:16:25,13,39,49,81,76,47,32
13:16:25,43,5,40,18,45,70,44
13:16:25,100,76,28,33,17,91,58
13:16:25,97,86,90,45,3,74,21
13:16:25,85,32,39,40,4,90,32
13:16:25,91,23,1,24,24,73,89
13:16:26,46,6,56,85,14,55,95
13:16:26,54,7,81,93,72,99,20
13:16:26,87,3,91,79,20,66,42
13:16:26,72,90,59,61,45,98,28
13:16:26,48,2,50,21,96,55,88
13:16:26,19,20,100,96,97,10,38
13:16:26,24,62,21,26,98,20,13
13:16:27,52,75,42,89,45,46,91
13:16:27,37,45,15,81,92,18,53
13:16:27,61,71,77,43,49,45,22
13:16:27,65,61,69,18,40,86,9
13:16:27,49,72,99,64,55,22,100
13:16:27,68,5,29,69,93,22,31
13:16:27,15,60,82,39,59,51,76
13:16:28,27,84,67,7,38,37,14
13:16:28,0,43,76,87,39,88,44
13:16:28,72,95,59,77,92,48,63
13:16:28,2,38,26,77,51,34,16
13:16:28,18,90,66,11,39,6,63
13:16:28,56,37,14,5,22,90,77
13:16:28,57,68,2,81,75,96,27
13:16:28,55,40,11,23,22,74,96
13:16:29,51,73,91,87,98,22,10
13:16:29,4,2,58,58,13,78,8
13:16:29,2,26,15,85,36,79,26
13:16:29,10,38,27,49,50,18,81
13:16:29,95,71,95,69,22,66,75
13:16:29,7,48,47,66,75,55,52
13:16:29,37,86,22,37,83,30,16
13:16:30,35,57,99,60,60,96,60
13:16:30,0,17,7,5,25,49,77
13:16:30,66,57,10,10,82,85,42
13:16:30,12,78,32,34,40,89,24
13:16:30,7,89,79,44,44,87,74
13:16:30,54,23,0,95,76,14,61
13:16:30,80,11,55,58,82,49,34
13:16:31,40,92,39,51,94,29,64
13:16:31,2,87,74,91,72,53,8
13:16:31,30,23,11,18,28,46,34
13:16:31,23,55,64,81,42,4,86
13:16:31,99,12,84,80,75,8,12
13:16:31,15,23,18,80,100,15,41
13:16:31,89,71,34,79,0,4,56
13:16:31,41,98,96,56,89,18,85
13:16:32,19,70,46,86,69,7,75
13:16:32,60,21,52,6,68,22,35
13:16:32,60,1,30,81,41,72,88
13:16:32,7,68,65,39,25,99,40
13:16:32,40,30,63,81,45,30,79
13:16:32,76,32,61,79,31,81,2
13:16:32,40,2,64,68,88,7,84
13:16:33,47,71,56,41,2,27,85
13:16:33,65,79,98,100,96,65,72
13:16:33,6,3,51,47,12,98,52
13:16:33,44,29,32,92,23,16,54
13:16:33,3,49,5,15,91,3,15
13:16:33,80,29,72,53,10,77,49
13:16:33,32,86,70,60,39,14,58
13:16:33,36,42,20,82,99,23,31
13:16:34,94,58,91,49,19,11,53
13:16:34,19,7,13,69,20,5,80
13:16:34,27,64,85,93,83,63,77
13:16:34,25,88,28,62,48,83,67
13:16:34,4,94,49,36,14,78,64
13:16:34,26,45,93,97,67,28,4
13:16:34,87,52,43,30,17,41,19
13:16:35,62,12,86,82,0,62,4
13:16:35,55,0,46,45,3,62,20
13:16:35,12,4,19,89,37,16,28
13:16:35,49,56,41,24,72,87,86
13:16:35,26,39,78,23,56,88,42
13:16:35,93,96,2,5,62,82,68
13:16:35,8,93,61,99,19,31,63
13:16:35,72,53,91,73,37,66,74
13:16:36,9,7,63,97,37,4,70
13:16:36,75,44,83,29,47,82,39
13:16:36,43,21,65,21,78,91,50
13:16:36,13,99,77,79,83,38,6
13:16:36,59,100,50,67,6,62,93
13:16:36,22,38,80,84,77,76,23
13:16:36,64,28,50,86,29,25,83
13:16:37,20,36,94,14,96,55,68
13:16:37,97,34,23,27,10,99,6
13:16:37,95,58,68,93,91,43,26
13:16:37,80,64,49,8,38,95,18
13:16:37,39,75,9,99,9,77,65
13:16:37,97,92,41,98,39,77,15
13:16:37,58,87,30,57,60,22,2
13:16:37,43,87,12,79,13,69,51
13:16:38,93,30,46,5,44,38,20
13:16:38,72,63,74,99,67,0,82
13:16:38,54,28,32,46,4,31,0
13:16:38,41,33,51,17,98,49,81
13:16:38,6,80,92,87,46,63,29
13:16:38,42,80,81,45,35,87,57
13:16:38,3,93,18,2,76,49,33
13:16:38,64,30,87,23,23,97,90
13:16:39,70,37,55,68,19,94,77
13:16:39,35,40,92,52,70,51,33
13:16:39,10,22,58,92,71,12,60
13:16:39,3,31,5,90,8,49,46
13:16:39,65,84,30,22,10,49,14
13:16:39,39,67,26,90,78,17,13
13:16:39,20,84,21,26,74,88,5
13:16:40,15,51,29,55,79,95,11
13:16:40,9,82,18,97,91,97,34
13:16:40,82,77,22,73,44,76,47
13:16:40,33,11,94,20,59,10,9
13:16:40,68,21,66,82,22,85,63
13:16:40,84,1,31,42,99,92,69
13:16:40,47,35,60,79,56,92,49
13:16:40,5,45,23,22,2,15,86
13:16:41,47,100,68,82,26,12,97
13:16:41,48,31,42,83,28,89,15
13:16:41,76,33,91,44,6,74,57
13:16:41,3,56,40,68,30,41,24
13:16:41,89,98,32,59,75,4,15
13:16:41,96,3,15,8,48,55,32
